student_email,course_id,sec_no,exam_no,grades
jh3004@nittany.edu,CMPSC311,1,1,99
jh3004@nittany.edu,PHYS211,1,1,93
jh3336@nittany.edu,CMPEN362,1,1,89
jh3336@nittany.edu,EE211,1,1,97
jh3336@nittany.edu,MATH141,2,1,78
jh3919@nittany.edu,PHYS214,1,1,66
jh3919@nittany.edu,EE211,1,1,85
jh7997@nittany.edu,CHEM111,2,1,97
jh7997@nittany.edu,PHYS214,1,1,88
jh7997@nittany.edu,DS120,2,1,87
jh9891@nittany.edu,EE212,1,1,90
jh9891@nittany.edu,CSE583,1,1,71
jh9891@nittany.edu,PHYS214,2,1,79
jj6204@nittany.edu,CHEM111,1,1,78
jk1331@nittany.edu,EE353,1,1,89
jk1331@nittany.edu,MATH230,1,1,74
jk1331@nittany.edu,EE211,1,1,63
jk4027@nittany.edu,DS120,1,1,72
jk4027@nittany.edu,DS220,2,1,91
jk4027@nittany.edu,CMPSC221,1,1,89
jk4116@nittany.edu,CHEM110,1,1,75
jk4116@nittany.edu,CMPSC131,1,1,83
jk4116@nittany.edu,ECON102,2,1,74
jk4403@nittany.edu,DS220,2,1,92
jk4403@nittany.edu,EE352,1,1,99
jk4409@nittany.edu,EE353,1,1,91
jk4409@nittany.edu,CMPEN441,1,1,82
jk4409@nittany.edu,CHEM111,2,1,69
jk4828@nittany.edu,CMPEN431,1,1,92
jk4828@nittany.edu,CMPEN362,2,1,70
jk4828@nittany.edu,CMPEN270,2,1,67
jk5021@nittany.edu,CMPSC465,1,1,93
jk5021@nittany.edu,CMPSC360,1,1,69
jk5021@nittany.edu,CMPEN270,1,1,68
jk5833@nittany.edu,CMPEN362,2,1,61
jk5833@nittany.edu,PHYS213,1,1,92
jk5833@nittany.edu,ECON102,1,1,93
jk9270@nittany.edu,CSE583,1,1,99
jk9270@nittany.edu,MATH141,1,1,90
jk9270@nittany.edu,STAT415,1,1,71
jl3236@nittany.edu,ECON101,2,1,83
jl3236@nittany.edu,CMPSC360,2,1,70
jl3236@nittany.edu,PHYS213,2,1,90
jl5459@nittany.edu,CMPEN362,2,1,76
jl5459@nittany.edu,EE352,2,1,66
jl5459@nittany.edu,CMPEN270,1,1,66
jl6447@nittany.edu,ECON102,2,1,87
jl6447@nittany.edu,DS120,1,1,64
jl8774@nittany.edu,CMPEN351,1,1,66
jl8774@nittany.edu,CSE583,2,1,80
jl8774@nittany.edu,CMPEN331,1,1,69
jl9851@nittany.edu,CMPEN270,1,1,64
jl9851@nittany.edu,EE211,1,1,80
jm2995@nittany.edu,CHEM111,2,1,65
jm2995@nittany.edu,ECON102,2,1,60
jm3669@nittany.edu,ECON201,2,1,66
jm3669@nittany.edu,ECON102,2,1,70
jm3669@nittany.edu,CHEM111,2,1,63
jm6846@nittany.edu,MATH230,2,1,83
jm6846@nittany.edu,CMPSC132,2,1,85
jm6846@nittany.edu,ECON102,1,1,73
jm7044@nittany.edu,MATH231,1,1,89
jm7044@nittany.edu,PHYS211,2,1,97
jm7206@nittany.edu,CMPEN270,2,1,93
jn3590@nittany.edu,MATH141,1,1,94
jn3590@nittany.edu,CMPSC475,1,1,63
jn3590@nittany.edu,EE352,2,1,69
jo5683@nittany.edu,STAT319,1,1,74
jo5683@nittany.edu,IST128,2,1,73
jo5683@nittany.edu,CMPSC360,1,1,98
jo7172@nittany.edu,CMPEN331,2,1,72
jo7172@nittany.edu,CMPEN362,1,1,67
jo7172@nittany.edu,EE320,2,1,64
jp2632@nittany.edu,ECON101,1,1,92
jp2632@nittany.edu,EE353,2,1,96
jp2632@nittany.edu,CHEM110,2,1,63
jp5962@nittany.edu,ECON102,2,1,69
jp5962@nittany.edu,DS220,2,1,94
jp5962@nittany.edu,DS120,1,1,84
jp6334@nittany.edu,ECON101,1,1,90
jp6334@nittany.edu,EE311,2,1,85
jp6334@nittany.edu,MATH140,1,1,73
jr1301@nittany.edu,CHEM111,1,1,71
jr1301@nittany.edu,PHYS211,2,1,89
jr1301@nittany.edu,EE311,1,1,70
jr3224@nittany.edu,EE330,1,1,73
jr3224@nittany.edu,ECON101,1,1,64
jr3224@nittany.edu,STAT318,1,1,80
jr8665@nittany.edu,CMPSC131,2,1,75
jr8665@nittany.edu,CHEM112,2,1,87
jr8895@nittany.edu,CMPEN411,2,1,70
jr8895@nittany.edu,CMPSC131,1,1,74
js1332@nittany.edu,MATH231,1,1,89
js1332@nittany.edu,STAT318,2,1,80
js1332@nittany.edu,PHYS212,2,1,62
js3229@nittany.edu,CMPEN331,2,1,72
js3229@nittany.edu,MATH140,2,1,67
js3229@nittany.edu,EE352,1,1,76
js3927@nittany.edu,CSE543,2,1,74
js3927@nittany.edu,IST128,1,1,78
js3927@nittany.edu,DS220,2,1,86
js4888@nittany.edu,STAT415,2,1,91
js4888@nittany.edu,EE353,2,1,63
js4888@nittany.edu,EE210,1,1,98
js6308@nittany.edu,CMPSC221,2,1,91
js6308@nittany.edu,CMPEN331,2,1,96
js6308@nittany.edu,CMPSC131,2,1,68
js7099@nittany.edu,CMPSC132,2,1,89
js7099@nittany.edu,CMPEN362,1,1,64
js7099@nittany.edu,CMPEN331,1,1,90
js8078@nittany.edu,CMPSC475,2,1,76
js8078@nittany.edu,DS120,1,1,69
js8078@nittany.edu,CMPEN431,1,1,72
js8165@nittany.edu,EE352,1,1,88
js8165@nittany.edu,STAT318,1,1,96
js8165@nittany.edu,EE330,2,1,100
jt5287@nittany.edu,CMPSC221,2,1,69
jt5287@nittany.edu,CMPEN431,2,1,81
jt5287@nittany.edu,CSE543,2,1,78
jw3297@nittany.edu,PHYS213,1,1,66
jw3297@nittany.edu,STAT415,2,1,73
jw3861@nittany.edu,CMPSC465,1,1,65
jw3861@nittany.edu,CHEM112,1,1,73
jw3861@nittany.edu,CMPEN431,1,1,68
jw4897@nittany.edu,EE311,1,1,69
jw4897@nittany.edu,EE330,2,1,75
jw4897@nittany.edu,STAT318,1,1,83
jw6319@nittany.edu,CMPSC431W,1,1,74
jw6319@nittany.edu,CMPSC475,2,1,81
jw6319@nittany.edu,CMPSC360,2,1,93
jw9436@nittany.edu,STAT415,2,1,71
jw9436@nittany.edu,MATH140,2,1,95
jw9436@nittany.edu,EE330,1,1,79
jz5577@nittany.edu,CMPSC475,1,1,90
jz5577@nittany.edu,CMPSC431W,1,1,63
jz5577@nittany.edu,ECON201,1,1,96
jz6925@nittany.edu,CMPEN411,2,1,65
jz6925@nittany.edu,CMPSC461,2,1,97
ka1472@nittany.edu,CMPSC475,2,1,81
ka1472@nittany.edu,MATH231,1,1,81
ka1472@nittany.edu,EE211,2,1,99
ka6770@nittany.edu,EE352,2,1,71
ka6770@nittany.edu,DS120,2,1,64
ka6770@nittany.edu,CHEM111,2,1,64
kb3574@nittany.edu,MATH230,1,1,64
kb3574@nittany.edu,CMPSC448,1,1,80
kb3574@nittany.edu,CSE583,2,1,86
kb6941@nittany.edu,CMPEN331,1,1,81
kb6941@nittany.edu,MATH141,1,1,74
kb6941@nittany.edu,PHYS214,2,1,71
kb8171@nittany.edu,IST110,2,1,71
kb8171@nittany.edu,CMPSC132,2,1,98
kb8171@nittany.edu,CMPSC475,2,1,96
kb9285@nittany.edu,DS120,2,1,90
kb9285@nittany.edu,EE212,1,1,60
kc1302@nittany.edu,DS120,2,1,71
kc1302@nittany.edu,CMPEN441,2,1,100
kc1302@nittany.edu,ECON101,2,1,88
kc4364@nittany.edu,EE211,1,1,64
kc4364@nittany.edu,CMPSC311,1,1,68
kc4364@nittany.edu,EE330,1,1,93
kd4323@nittany.edu,CMPSC475,2,1,65
kd4323@nittany.edu,CMPSC132,1,1,69
kd4323@nittany.edu,DS120,1,1,75
kf5693@nittany.edu,IST128,1,1,88
kf5693@nittany.edu,CSE543,1,1,78
kf5693@nittany.edu,ECON102,2,1,100
kf8268@nittany.edu,CMPEN362,2,1,89
kf8268@nittany.edu,CMPEN331,1,1,90
kf8268@nittany.edu,PHYS211,1,1,70
kf8921@nittany.edu,IST128,2,1,78
kf8921@nittany.edu,STAT319,2,1,98
kg2618@nittany.edu,EE352,2,1,68
kg2618@nittany.edu,IST128,1,1,88
kg2618@nittany.edu,ECON101,1,1,82
kh1154@nittany.edu,ECON101,2,1,71
kh1154@nittany.edu,MATH230,2,1,83
kh1154@nittany.edu,EE212,2,1,65
kh1826@nittany.edu,PHYS214,1,1,75
kh1826@nittany.edu,EE210,1,1,96
kh1826@nittany.edu,MATH140,1,1,83
kh5883@nittany.edu,CSE543,2,1,67
kh5883@nittany.edu,PHYS212,1,1,78
kh5883@nittany.edu,CMPSC132,2,1,92
kh5965@nittany.edu,DS220,1,1,91
kh5965@nittany.edu,CMPSC475,2,1,90
kh5965@nittany.edu,CSE583,2,1,92
kk1267@nittany.edu,EE320,1,1,83
kk1267@nittany.edu,EE353,1,1,72
kk1267@nittany.edu,PHYS212,1,1,67
kk2666@nittany.edu,MATH231,2,1,82
kk2666@nittany.edu,CSE583,2,1,60
kk3115@nittany.edu,CHEM110,1,1,88
kk3115@nittany.edu,CMPEN331,1,1,60
kk3115@nittany.edu,EE211,1,1,88
kk3742@nittany.edu,MATH141,2,1,95
kk3742@nittany.edu,STAT318,1,1,91
kk3742@nittany.edu,EE211,1,1,92
kk5103@nittany.edu,CMPEN411,2,1,94
kk5103@nittany.edu,STAT319,2,1,75
kk5103@nittany.edu,CMPSC360,2,1,71
kl1348@nittany.edu,STAT319,1,1,79
kl1348@nittany.edu,CMPSC461,1,1,72
kl9753@nittany.edu,CHEM110,2,1,80
kl9753@nittany.edu,STAT318,1,1,66
kl9753@nittany.edu,EE211,1,1,75
km3504@nittany.edu,CHEM110,1,1,95
km3504@nittany.edu,CMPSC431W,1,1,89
km3504@nittany.edu,EE212,1,1,90
km6173@nittany.edu,DS120,2,1,75
km6173@nittany.edu,CSE583,2,1,88
km6173@nittany.edu,CMPEN431,2,1,87
km6416@nittany.edu,ECON101,2,1,97
km6416@nittany.edu,PHYS211,1,1,97
km6416@nittany.edu,CMPSC311,1,1,63
km6627@nittany.edu,CMPSC461,1,1,83
km6627@nittany.edu,CSE583,1,1,85
km6627@nittany.edu,CHEM112,1,1,85
kn1468@nittany.edu,ECON201,2,1,92
kn1468@nittany.edu,CMPEN441,1,1,88
kn1468@nittany.edu,EE353,1,1,61
ko8881@nittany.edu,CHEM110,1,1,88
ko8881@nittany.edu,CMPSC360,2,1,80
ko8881@nittany.edu,CMPEN431,2,1,78
ko8925@nittany.edu,PHYS213,2,1,63
ko8925@nittany.edu,CMPSC360,2,1,64
ko8925@nittany.edu,CSE583,2,1,76
kp5214@nittany.edu,STAT415,2,1,66
kp5214@nittany.edu,EE330,2,1,87
kp5214@nittany.edu,MATH141,1,1,93
kq6968@nittany.edu,MATH231,1,1,86
kq6968@nittany.edu,STAT415,2,1,66
kq6968@nittany.edu,CMPEN441,2,1,84
kr4923@nittany.edu,EE211,2,1,74
kr4923@nittany.edu,STAT318,2,1,82
kr4923@nittany.edu,EE352,1,1,86
kr6619@nittany.edu,STAT318,2,1,66
kr6619@nittany.edu,IST110,1,1,68
kr6619@nittany.edu,STAT319,1,1,78
kr9918@nittany.edu,CHEM112,1,1,87
kr9918@nittany.edu,EE212,2,1,68
kr9949@nittany.edu,MATH231,2,1,80
kr9949@nittany.edu,CMPEN441,1,1,93
kr9949@nittany.edu,EE352,1,1,75
ks1880@nittany.edu,ECON101,1,1,78
ks1880@nittany.edu,STAT415,1,1,81
ks1880@nittany.edu,CMPSC448,1,1,84
ks1926@nittany.edu,CMPSC311,2,1,74
ks1926@nittany.edu,CMPSC131,1,1,94
ks1926@nittany.edu,DS220,2,1,68
ks3998@nittany.edu,CMPEN362,1,1,62
ks3998@nittany.edu,ECON102,2,1,69
ks3998@nittany.edu,PHYS211,2,1,64
kt2050@nittany.edu,EE352,1,1,77
kt2050@nittany.edu,CMPEN270,1,1,85
kt2050@nittany.edu,CSE583,1,1,94
kt2960@nittany.edu,ECON102,1,1,64
kt2960@nittany.edu,EE353,1,1,76
kt2960@nittany.edu,EE210,1,1,98
kt5956@nittany.edu,CMPSC475,1,1,96
kt5956@nittany.edu,PHYS214,1,1,70
kw1043@nittany.edu,CMPEN411,2,1,69
kw1043@nittany.edu,CSE543,1,1,92
kw1043@nittany.edu,CSE583,2,1,100
kw1386@nittany.edu,CMPSC311,2,1,75
kw1386@nittany.edu,EE330,1,1,84
kz9097@nittany.edu,IST110,2,1,81
kz9097@nittany.edu,CMPSC131,2,1,73
kz9097@nittany.edu,EE211,2,1,83
la7071@nittany.edu,DS220,2,1,74
la7071@nittany.edu,STAT318,1,1,75
la7071@nittany.edu,PHYS212,2,1,60
la9924@nittany.edu,EE320,2,1,96
la9924@nittany.edu,DS120,2,1,80
lb1184@nittany.edu,STAT319,1,1,81
lb1184@nittany.edu,CMPEN362,1,1,90
lb6520@nittany.edu,EE330,1,1,69
lb6520@nittany.edu,EE210,2,1,73
lb6520@nittany.edu,MATH141,2,1,75
lb8326@nittany.edu,CMPEN441,1,1,66
lb8326@nittany.edu,CSE583,1,1,83
lb8326@nittany.edu,EE352,2,1,70
lb9630@nittany.edu,DS120,2,1,60
lb9630@nittany.edu,CSE543,1,1,100
lb9630@nittany.edu,CMPSC311,2,1,98
lc4994@nittany.edu,EE320,2,1,65
lc4994@nittany.edu,EE210,2,1,97
lc4994@nittany.edu,CSE543,1,1,85
lc9556@nittany.edu,CMPSC131,2,1,63
lc9556@nittany.edu,CMPSC475,1,1,61
ld4137@nittany.edu,CMPSC431W,2,1,87
ld4137@nittany.edu,CMPEN362,1,1,73
ld4137@nittany.edu,IST110,1,1,82
ld6540@nittany.edu,MATH231,2,1,95
ld6540@nittany.edu,CSE543,1,1,100
ld6778@nittany.edu,EE330,1,1,60
ld6778@nittany.edu,CMPSC131,1,1,89
ld6778@nittany.edu,ECON102,2,1,78
ld8065@nittany.edu,CMPEN270,1,1,99
ld8065@nittany.edu,IST128,2,1,87
ld8065@nittany.edu,CMPSC131,2,1,99
ld8122@nittany.edu,IST110,2,1,91
ld8122@nittany.edu,CMPSC475,1,1,67
ld8122@nittany.edu,MATH231,2,1,99
ld9084@nittany.edu,CHEM112,2,1,76
ld9084@nittany.edu,CMPSC132,1,1,68
lf4727@nittany.edu,CHEM112,2,1,91
lf4727@nittany.edu,CMPEN331,1,1,75
lf4727@nittany.edu,CHEM111,1,1,61
lg1828@nittany.edu,CHEM110,2,1,98
lg1828@nittany.edu,MATH230,2,1,66
lg1828@nittany.edu,MATH231,2,1,65
lg2530@nittany.edu,CSE543,2,1,94
lg2530@nittany.edu,STAT319,1,1,67
lg2530@nittany.edu,CMPEN441,2,1,89
lg4120@nittany.edu,CMPSC131,1,1,61
lg4120@nittany.edu,CMPSC465,2,1,65
lg4120@nittany.edu,MATH230,2,1,99
lg7099@nittany.edu,CSE583,1,1,98
lg7099@nittany.edu,EE210,2,1,94
lg7099@nittany.edu,CHEM111,2,1,92
lh1031@nittany.edu,CMPSC132,1,1,89
lh1031@nittany.edu,CMPSC131,1,1,75
lh1031@nittany.edu,CSE583,1,1,82
lh3004@nittany.edu,STAT415,2,1,97
lh3004@nittany.edu,CMPSC431W,2,1,100
lh3004@nittany.edu,IST128,1,1,67
lh5555@nittany.edu,ECON102,1,1,74
lh5555@nittany.edu,CMPSC448,1,1,94
lh5555@nittany.edu,MATH140,2,1,93
lh6961@nittany.edu,STAT415,2,1,74
lh6961@nittany.edu,EE212,1,1,72
lh6961@nittany.edu,PHYS214,1,1,68
lh7173@nittany.edu,CMPSC448,1,1,85
lh7173@nittany.edu,STAT318,1,1,92
lh7173@nittany.edu,CHEM110,1,1,93
lh7203@nittany.edu,CMPEN431,1,1,83
lh7203@nittany.edu,PHYS214,2,1,66
lh7203@nittany.edu,MATH141,2,1,89
lh8743@nittany.edu,EE211,2,1,93
lh8743@nittany.edu,CMPSC475,1,1,87
lh8743@nittany.edu,EE353,1,1,63
lj2224@nittany.edu,DS220,2,1,91
lj2224@nittany.edu,CMPEN431,2,1,64
lj2224@nittany.edu,MATH141,2,1,73
lj2993@nittany.edu,MATH140,2,1,75
lj2993@nittany.edu,CHEM112,1,1,97
lj2993@nittany.edu,STAT318,2,1,77
lj7790@nittany.edu,MATH140,2,1,97
lj7790@nittany.edu,EE211,2,1,76
lj7790@nittany.edu,CSE543,2,1,99
lk1182@nittany.edu,EE210,1,1,82
lk1182@nittany.edu,STAT319,2,1,86
lk7361@nittany.edu,MATH140,2,1,65
lk7361@nittany.edu,EE353,1,1,77
lk7361@nittany.edu,MATH141,1,1,90
ll2646@nittany.edu,CMPSC132,1,1,98
ll2646@nittany.edu,IST110,2,1,81
ll2646@nittany.edu,ECON101,1,1,94
ll6444@nittany.edu,MATH141,1,1,63
ll6444@nittany.edu,MATH140,1,1,67
ll6444@nittany.edu,DS120,2,1,68
lm1111@nittany.edu,EE353,2,1,94
lm1111@nittany.edu,CHEM111,1,1,75
lm1111@nittany.edu,PHYS212,2,1,79
lm1801@nittany.edu,DS220,2,1,70
lm1801@nittany.edu,CSE543,1,1,86
lm1801@nittany.edu,MATH230,2,1,60
lm3612@nittany.edu,MATH141,1,1,66
lm3612@nittany.edu,EE330,2,1,69
lm3612@nittany.edu,CSE543,2,1,83
lm6031@nittany.edu,CMPEN351,2,1,71
lm6031@nittany.edu,ECON201,1,1,92
lm6031@nittany.edu,ECON102,1,1,99
lm8503@nittany.edu,CMPSC131,2,1,74
lm8503@nittany.edu,CMPEN411,2,1,92
lm8503@nittany.edu,CMPSC465,2,1,86
lo3428@nittany.edu,IST128,2,1,63
lo3428@nittany.edu,PHYS211,2,1,84
lo3428@nittany.edu,MATH231,2,1,79
lo7605@nittany.edu,CMPEN270,2,1,69
lo7605@nittany.edu,CMPEN331,1,1,96
lo7605@nittany.edu,CMPSC221,1,1,61
lr3728@nittany.edu,CMPSC475,2,1,65
lr3728@nittany.edu,CHEM110,1,1,68
lr3728@nittany.edu,MATH230,2,1,72
lr4974@nittany.edu,EE330,2,1,61
lr4974@nittany.edu,ECON201,2,1,68
lr4974@nittany.edu,EE352,1,1,90
lr5472@nittany.edu,EE211,1,1,61
lr5472@nittany.edu,ECON101,1,1,74
lr5472@nittany.edu,EE320,1,1,67
lr5589@nittany.edu,EE311,2,1,89
lr5589@nittany.edu,EE330,2,1,67
lr5589@nittany.edu,CMPEN270,1,1,78
lr8600@nittany.edu,EE212,1,1,66
lr8600@nittany.edu,IST110,1,1,72
lr8600@nittany.edu,CMPSC221,2,1,66
ls2077@nittany.edu,DS220,1,1,99
ls2077@nittany.edu,PHYS214,2,1,74
ls2077@nittany.edu,EE211,1,1,87
ls6337@nittany.edu,CMPSC132,2,1,99
ls6337@nittany.edu,CMPEN331,2,1,86
ls6337@nittany.edu,EE212,1,1,69
lt1060@nittany.edu,ECON201,1,1,88
lt1060@nittany.edu,CMPSC431W,1,1,74
lt1060@nittany.edu,DS120,1,1,76
lt3713@nittany.edu,CSE583,1,1,60
lt3713@nittany.edu,ECON101,2,1,88
lt3713@nittany.edu,MATH141,1,1,74
lt7103@nittany.edu,CSE583,1,1,100
lt7103@nittany.edu,CMPSC221,2,1,79
lt7103@nittany.edu,CMPSC448,2,1,81
lt8326@nittany.edu,PHYS211,1,1,88
lt8326@nittany.edu,ECON102,2,1,76
lt8326@nittany.edu,EE320,2,1,80
lt8366@nittany.edu,CMPSC311,2,1,75
lt8366@nittany.edu,IST110,2,1,86
lt8366@nittany.edu,MATH230,1,1,91
lu6872@nittany.edu,STAT319,1,1,72
lu6872@nittany.edu,DS120,2,1,92
lv3076@nittany.edu,PHYS211,2,1,66
lv3076@nittany.edu,CMPEN411,2,1,64
lv3076@nittany.edu,STAT415,2,1,100
lw4369@nittany.edu,STAT318,2,1,74
lw4369@nittany.edu,ECON201,1,1,62
lw4369@nittany.edu,EE210,1,1,69
lw7685@nittany.edu,MATH230,2,1,61
lw7685@nittany.edu,CMPEN431,2,1,72
lw7685@nittany.edu,CSE583,1,1,85
lw8160@nittany.edu,EE311,2,1,91
lw8160@nittany.edu,CSE543,2,1,94
lw8160@nittany.edu,ECON102,1,1,96
lw8769@nittany.edu,PHYS211,2,1,79
lw8769@nittany.edu,EE311,2,1,84
lw8769@nittany.edu,CMPEN270,1,1,73
ma2722@nittany.edu,PHYS213,2,1,100
ma2722@nittany.edu,PHYS211,2,1,68
ma2722@nittany.edu,DS220,1,1,90
ma3543@nittany.edu,CMPEN441,2,1,70
ma3543@nittany.edu,IST110,1,1,81
ma3543@nittany.edu,EE352,1,1,60
ma3822@nittany.edu,MATH141,2,1,61
ma3822@nittany.edu,ECON201,2,1,66
ma4242@nittany.edu,EE353,2,1,90
ma4242@nittany.edu,PHYS214,2,1,80
ma4242@nittany.edu,MATH231,2,1,98
ma4550@nittany.edu,CMPEN331,2,1,75
ma4550@nittany.edu,CMPSC132,2,1,93
ma4550@nittany.edu,ECON101,1,1,63
ma5045@nittany.edu,CMPSC221,2,1,63
ma5045@nittany.edu,CMPSC465,2,1,82
ma5045@nittany.edu,CHEM111,1,1,80
ma5503@nittany.edu,CMPEN270,1,1,60
ma5503@nittany.edu,EE353,2,1,77
ma5503@nittany.edu,CMPEN411,2,1,64
ma6036@nittany.edu,DS120,1,1,65
ma6036@nittany.edu,EE210,1,1,63
ma6036@nittany.edu,CMPEN441,2,1,86
ma8013@nittany.edu,CMPEN351,2,1,71
ma8013@nittany.edu,IST110,2,1,89
ma8013@nittany.edu,ECON201,1,1,85
ma8046@nittany.edu,CMPSC475,2,1,77
ma8046@nittany.edu,CMPSC461,2,1,75
ma8535@nittany.edu,CMPEN331,1,1,100
ma8535@nittany.edu,ECON101,2,1,62
ma8938@nittany.edu,CSE543,2,1,63
ma8938@nittany.edu,ECON201,2,1,87
ma8938@nittany.edu,MATH230,2,1,98
ma8953@nittany.edu,ECON201,1,1,92
ma8953@nittany.edu,EE210,1,1,99
ma8953@nittany.edu,CMPEN431,1,1,79
ma9716@nittany.edu,CMPSC431W,1,1,85
ma9716@nittany.edu,EE330,2,1,88
ma9983@nittany.edu,MATH140,2,1,84
ma9983@nittany.edu,ECON101,1,1,76
ma9983@nittany.edu,IST128,1,1,89
mb1688@nittany.edu,EE353,2,1,85
mb1688@nittany.edu,CSE583,1,1,61
mb1688@nittany.edu,CMPEN431,2,1,75
mb2685@nittany.edu,STAT319,1,1,70
mb2685@nittany.edu,CMPSC221,1,1,83
mb2986@nittany.edu,STAT319,2,1,77
mb2986@nittany.edu,EE353,2,1,87
mb2986@nittany.edu,MATH141,2,1,87
mb3501@nittany.edu,PHYS214,2,1,96
mb3501@nittany.edu,ECON101,2,1,62
mb3709@nittany.edu,IST128,1,1,73
mb3709@nittany.edu,CMPEN331,2,1,83
mb4117@nittany.edu,DS120,2,1,85
mb4117@nittany.edu,CMPSC475,2,1,73
mb4756@nittany.edu,PHYS211,1,1,85
mb4756@nittany.edu,DS120,2,1,66
mb5390@nittany.edu,CMPSC431W,2,1,100
mb5390@nittany.edu,CMPEN270,1,1,61
mb5390@nittany.edu,CMPSC131,1,1,100
mb5410@nittany.edu,MATH141,2,1,78
mb5410@nittany.edu,CMPEN441,1,1,82
mb5410@nittany.edu,MATH140,1,1,72
mb7672@nittany.edu,MATH140,2,1,68
mb7672@nittany.edu,IST128,2,1,77
mb7672@nittany.edu,CMPEN331,2,1,87
mb8575@nittany.edu,STAT318,2,1,77
mb8575@nittany.edu,CMPEN431,2,1,66
mc1411@nittany.edu,CSE583,2,1,62
mc1411@nittany.edu,PHYS211,2,1,73
mc2699@nittany.edu,CHEM112,2,1,63
mc2699@nittany.edu,CMPEN362,2,1,67
mc2699@nittany.edu,CMPSC311,2,1,67
mc3632@nittany.edu,EE311,1,1,94
mc3632@nittany.edu,CHEM112,1,1,62
mc3632@nittany.edu,CMPEN270,2,1,99
mc4662@nittany.edu,ECON201,1,1,63
mc4662@nittany.edu,MATH141,1,1,81
mc4662@nittany.edu,MATH231,1,1,81
mc4696@nittany.edu,CMPSC465,2,1,61
mc4696@nittany.edu,STAT319,1,1,93
mc4814@nittany.edu,IST110,2,1,69
mc4814@nittany.edu,CMPEN331,1,1,62
mc4814@nittany.edu,CMPEN351,1,1,74
mc8336@nittany.edu,CMPEN441,2,1,100
mc8336@nittany.edu,CMPEN362,2,1,81
mc9096@nittany.edu,CHEM110,2,1,88
mc9096@nittany.edu,EE210,1,1,66
mc9149@nittany.edu,EE211,2,1,69
mc9149@nittany.edu,CHEM110,2,1,73
mc9149@nittany.edu,ECON201,1,1,99
mc9587@nittany.edu,STAT319,2,1,86
mc9587@nittany.edu,DS120,1,1,68
mc9587@nittany.edu,EE352,2,1,90
md1308@nittany.edu,CMPEN362,1,1,83
md1308@nittany.edu,CMPSC461,1,1,74
md1308@nittany.edu,CMPSC311,2,1,89
md1699@nittany.edu,CMPSC448,1,1,95
md1699@nittany.edu,CMPEN270,2,1,81
md1699@nittany.edu,STAT415,2,1,75
md2194@nittany.edu,CSE543,2,1,73
md3813@nittany.edu,EE311,1,1,87
md3813@nittany.edu,CMPEN411,1,1,63
md3813@nittany.edu,IST128,2,1,69
md5914@nittany.edu,CMPEN431,2,1,70
md5914@nittany.edu,CMPSC360,2,1,96
md5914@nittany.edu,EE330,2,1,93
md6319@nittany.edu,IST110,2,1,82
md6319@nittany.edu,CHEM112,2,1,85
md6319@nittany.edu,ECON101,1,1,98
md6611@nittany.edu,CMPEN331,1,1,98
md6611@nittany.edu,MATH140,1,1,89
md7018@nittany.edu,STAT415,2,1,88
md7018@nittany.edu,CMPEN270,1,1,72
md7627@nittany.edu,DS220,1,1,80
md7627@nittany.edu,CMPSC465,1,1,97
md8760@nittany.edu,CMPEN362,1,1,81
md8760@nittany.edu,PHYS214,2,1,87
md9837@nittany.edu,CMPEN411,1,1,86
md9837@nittany.edu,MATH140,2,1,71
md9837@nittany.edu,CSE543,1,1,66
me2148@nittany.edu,ECON102,2,1,94
me2148@nittany.edu,EE311,2,1,94
me2596@nittany.edu,MATH231,1,1,95
me2596@nittany.edu,EE311,2,1,63
me4221@nittany.edu,MATH231,2,1,96
me4221@nittany.edu,CMPSC448,2,1,91
me4221@nittany.edu,EE311,2,1,72
me5010@nittany.edu,CSE583,2,1,95
me5010@nittany.edu,STAT318,1,1,77
me5010@nittany.edu,MATH231,2,1,65
me5409@nittany.edu,CMPSC431W,1,1,94
me5409@nittany.edu,EE212,1,1,100
me5409@nittany.edu,CMPSC131,1,1,78
me6698@nittany.edu,STAT415,2,1,71
me6698@nittany.edu,EE210,2,1,93
me6698@nittany.edu,EE211,1,1,75
me6706@nittany.edu,CMPEN270,1,1,63
me6706@nittany.edu,STAT415,2,1,72
me6706@nittany.edu,EE212,1,1,76
me9525@nittany.edu,EE311,1,1,75
me9525@nittany.edu,STAT319,1,1,80
me9897@nittany.edu,CMPSC221,2,1,96
me9897@nittany.edu,CMPSC465,1,1,96
me9897@nittany.edu,EE352,1,1,71
mf6881@nittany.edu,CMPSC311,2,1,63
mf6881@nittany.edu,CMPSC431W,1,1,68
mf6881@nittany.edu,MATH231,1,1,70
mf8214@nittany.edu,CMPEN351,1,1,73
mf8214@nittany.edu,CHEM111,2,1,78
mf8214@nittany.edu,EE330,1,1,78
mg1007@nittany.edu,EE320,1,1,60
mg1007@nittany.edu,EE210,2,1,90
mg1007@nittany.edu,DS120,1,1,60
mg1791@nittany.edu,EE311,2,1,68
mg1791@nittany.edu,CMPSC311,1,1,89
mg1791@nittany.edu,CMPEN441,2,1,61
mg1976@nittany.edu,PHYS214,1,1,86
mg1976@nittany.edu,ECON102,1,1,82
mg1976@nittany.edu,IST110,2,1,71
mg4093@nittany.edu,CSE543,1,1,65
mg4093@nittany.edu,PHYS211,1,1,89
mg4093@nittany.edu,STAT319,2,1,86
